epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,91.7631,0.40383,0.3724,1.07644,0.87779,0.86066,0.9283,0.77389,0.70082,0.45057,1.06823,0.00140295,0.00140295,0.00140295
18,97.0896,0.39137,0.35046,1.0768,0.83795,0.89344,0.92434,0.80061,0.6195,0.56421,0.97163,0.00138644,0.00138644,0.00138644
19,102.224,0.39402,0.34676,1.08153,0.80851,0.93443,0.93039,0.79105,0.59636,0.58709,0.9241,0.00136994,0.00136994,0.00136994
20,107.321,0.39717,0.33681,1.07456,0.93142,0.89064,0.94479,0.78463,0.65961,0.49276,0.98974,0.00135344,0.00135344,0.00135344
21,112.526,0.39164,0.33004,1.08198,0.90331,0.89344,0.93892,0.76571,0.75471,0.57495,1.08366,0.00133693,0.00133693,0.00133693
22,117.637,0.3903,0.33609,1.06601,0.85861,0.89597,0.9303,0.78249,0.6736,0.55404,0.99899,0.00132043,0.00132043,0.00132043
23,122.737,0.37851,0.32281,1.04776,0.87635,0.89344,0.93949,0.80362,0.64882,0.50871,0.99293,0.00130393,0.00130393,0.00130393
24,128.075,0.39267,0.33126,1.07011,0.91226,0.87705,0.94213,0.80323,0.6306,0.43407,0.96768,0.00128742,0.00128742,0.00128742
25,133.145,0.37916,0.3214,1.05656,0.90819,0.89187,0.94349,0.79255,0.66342,0.58357,0.98768,0.00127092,0.00127092,0.00127092
26,138.303,0.37793,0.33302,1.08119,0.8765,0.93077,0.94148,0.80206,0.65142,0.54942,1.00321,0.00125442,0.00125442,0.00125442
27,143.737,0.37286,0.31498,1.04588,0.92483,0.90765,0.95246,0.78946,0.64081,0.52833,0.96126,0.00123791,0.00123791,0.00123791
28,148.989,0.38271,0.32441,1.07003,0.93046,0.87736,0.943,0.80481,0.59615,0.45457,0.92613,0.00122141,0.00122141,0.00122141
29,154.36,0.38317,0.3291,1.06345,0.90717,0.89344,0.9459,0.78676,0.68333,0.56669,1.01542,0.00120491,0.00120491,0.00120491
30,159.716,0.39389,0.3264,1.05789,0.87356,0.89344,0.93176,0.81057,0.60299,0.58957,0.96515,0.0011884,0.0011884,0.0011884
31,165.006,0.38047,0.30227,1.0784,0.95677,0.88525,0.94425,0.77038,0.66584,0.56257,1.00861,0.0011719,0.0011719,0.0011719
32,170.406,0.36511,0.29626,1.059,0.92752,0.87705,0.94575,0.79998,0.66812,0.4959,0.98249,0.0011554,0.0011554,0.0011554
33,175.642,0.36705,0.30276,1.05767,0.94842,0.87705,0.94372,0.82079,0.59754,0.50938,0.92204,0.00113889,0.00113889,0.00113889
34,181.062,0.39213,0.31795,1.0796,0.93122,0.88525,0.94198,0.80929,0.62273,0.50643,0.93504,0.00112239,0.00112239,0.00112239
35,186.677,0.36601,0.28558,1.05377,0.88092,0.9096,0.93724,0.78355,0.6488,0.51904,0.98072,0.00110589,0.00110589,0.00110589
36,192.014,0.36761,0.31209,1.06034,0.89737,0.86005,0.92703,0.78123,0.64776,0.51637,0.97178,0.00108938,0.00108938,0.00108938
37,197.377,0.3642,0.30792,1.06199,0.87384,0.9084,0.94057,0.77035,0.70968,0.59835,1.04868,0.00107288,0.00107288,0.00107288
38,202.724,0.3577,0.29991,1.05169,0.90466,0.88525,0.93619,0.79677,0.64294,0.52159,0.95889,0.00105638,0.00105638,0.00105638
39,208.02,0.37171,0.31137,1.06223,0.89271,0.88665,0.92853,0.79252,0.63211,0.52566,0.97296,0.00103987,0.00103987,0.00103987
